,GEOID,perc_black,perc_hispanic,perc_asian,m_age,perc_male,perc_female
0,14000US36005000100,0.5512455516014235,0.3491103202846975,0.3491103202846975,29.3,0.9079478054567023,0.09205219454329774
1,14000US36005000200,0.2043179587831207,0.6879293424926398,0.6879293424926398,36.6,0.49067713444553485,0.5093228655544652
2,14000US36005000400,0.3067121320890165,0.6340631730078966,0.6340631730078966,36.5,0.4998205312275664,0.5001794687724336
3,14000US36005001600,0.29730229120473023,0.6825572801182558,0.6825572801182558,39.9,0.43144863266814487,0.5685513673318552
4,14000US36005001900,0.2744258466329311,0.5873880887504865,0.5873880887504865,30.6,0.5118723238614247,0.48812767613857533
5,14000US36005002000,0.3449045652416564,0.5875655765152361,0.5875655765152361,35.7,0.3978122558321241,0.6021877441678759
6,14000US36005002300,0.3816872427983539,0.6141975308641975,0.6141975308641975,31.5,0.3997942386831276,0.6002057613168724
7,14000US36005002400,,,,,,
8,14000US36005002500,0.16060664981528291,0.781256076220105,0.781256076220105,28.5,0.4466264825977056,0.5533735174022943
9,14000US36005002701,0.3171500630517024,0.6755989911727617,0.6755989911727617,26.7,0.46752837326607816,0.5324716267339218
10,14000US36005002702,0.253683536194747,0.7164210975870169,0.7164210975870169,26.2,0.4937006192611574,0.5062993807388426
11,14000US36005002800,0.709014966933519,0.25026105116602854,0.25026105116602854,42.0,0.41768186564566656,0.5823181343543334
12,14000US36005003100,0.28023407022106633,0.6807542262678804,0.6807542262678804,34.4,0.4759427828348505,0.5240572171651495
13,14000US36005003300,0.29231568016614745,0.7014537902388369,0.7014537902388369,28.8,0.4735202492211838,0.5264797507788161
14,14000US36005003500,0.26778577138289367,0.7250199840127898,0.7250199840127898,29.4,0.48734345856648015,0.5126565414335198
15,14000US36005003700,0.20603015075376885,0.6030150753768844,0.6030150753768844,45.2,0.5175879396984925,0.4824120603015075
16,14000US36005003800,0.45970836531082115,0.5026861089792786,0.5026861089792786,31.2,0.4712202609363008,0.5287797390636991
17,14000US36005003900,0.1844984802431611,0.7828267477203648,0.7828267477203648,29.2,0.5211246200607903,0.4788753799392097
18,14000US36005004001,0.2129032258064516,0.2948387096774194,0.2948387096774194,39.6,0.4619354838709677,0.5380645161290323
19,14000US36005004100,0.2191886472312201,0.7707851303408916,0.7707851303408916,25.1,0.4937528921795465,0.5062471078204535
20,14000US36005004200,0.48453743913672853,0.479405184892749,0.479405184892749,35.6,0.4532175286221871,0.5467824713778129
21,14000US36005004300,0.20681390172915598,0.7676767676767676,0.7676767676767676,28.0,0.5182331792501284,0.4817668207498716
22,14000US36005004400,0.3455486542443064,0.59648033126294,0.59648033126294,35.0,0.4331262939958592,0.5668737060041408
23,14000US36005004600,0.3550331525015069,0.6142254370102471,0.6142254370102471,38.0,0.4641350210970464,0.5358649789029536
24,14000US36005004800,0.1824055666003976,0.7509940357852882,0.7509940357852882,34.6,0.5355367793240556,0.4644632206759443
25,14000US36005005001,0.3744047619047619,0.5843253968253969,0.5843253968253969,30.1,0.4398809523809524,0.5601190476190476
26,14000US36005005002,0.14608875841823518,0.7461578311172509,0.7461578311172509,30.0,0.5211535140735625,0.4788464859264376
27,14000US36005005100,0.30306157550739593,0.6812865497076024,0.6812865497076024,29.8,0.42260061919504643,0.5773993808049536
28,14000US36005005200,0.2523496240601504,0.7161654135338346,0.7161654135338346,33.5,0.4699248120300752,0.5300751879699248
29,14000US36005005300,0.5258698940998487,0.42995461422087744,0.42995461422087744,28.6,0.41664145234493194,0.5833585476550681
